"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:29 UTC 2026","674","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials land on /secure with success flash message",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:30 UTC 2026","1002","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/404 returns 404",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:29 UTC 2026","533","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials land on /login with error flash message",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:29 UTC 2026","416","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials redirect to /login",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:30 UTC 2026","1016","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/301 returns 301",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:30 UTC 2026","1202","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/200 returns 200",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:30 UTC 2026","847","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/500 returns 500",""
"passed","Sat Jul 11 08:17:30 UTC 2026","Sat Jul 11 08:17:31 UTC 2026","872","chromium","login.spec.ts","","","","logs in successfully with valid credentials",""
"passed","Sat Jul 11 08:17:29 UTC 2026","Sat Jul 11 08:17:29 UTC 2026","284","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials redirect to /secure",""
